Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date,Price_Per_SQM,Amenity_Score,Listing_Month,Distance_to_CBD_KM
Gatundu Rd,Apartment,3,4,23,"Security, Parking",150000,For Rent,2025-12-19,6521.739130434783,2,12,10.0
Kileleshwa,Townhouse,4,4,180,"Security, Parking",350000000,For Sale,2026-01-03,1944444.4444444445,2,1,4.2
Parklands,House,4,4,180,"Security, Parking",34000000,For Sale,2026-01-15,188888.88888888888,2,1,4.8
Karen,Villa,5,5,250,"Security, Parking",90000000,For Sale,2026-01-26,360000.0,2,1,13.5
Kamangu,House,3,3,120,"Security, Parking",3700000,For Sale,2025-11-20,30833.333333333332,2,11,10.0
Near Valley Arcade,Apartment,3,4,180,"Security, Parking",100000,For Rent,2025-12-29,555.5555555555555,2,12,10.0
Rironi,House,4,4,180,"Security, Parking",18000000,For Sale,2025-11-30,100000.0,2,11,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",61000000,For Sale,2026-02-08,338888.8888888889,2,2,4.5
Westlands,Apartment,2,2,80,"Security, Parking",87000,For Rent,2025-12-28,1087.5,2,12,5.2
Runda,House,6,6,250,"Security, Parking",80000000,For Sale,2026-01-02,320000.0,2,1,9.8
Gatundu Road,Apartment,3,3,2400,"Security, Parking",145000,For Rent,2026-02-08,60.416666666666664,2,2,10.0
Gitanga Road,Apartment,3,2,120,"Security, Parking",75000,For Rent,2025-12-02,625.0,2,12,10.0
Lenana Rd,Apartment,2,2,120,"Security, Parking",140000,For Rent,2025-11-25,1166.6666666666667,2,11,10.0
3Rd,Apartment,1,1,50,"Security, Parking",30000,For Rent,2026-01-07,600.0,2,1,10.0
Westlands,Apartment,3,3,120,"Security, Parking",80000,For Rent,2025-12-28,666.6666666666666,2,12,5.2
Karen,Villa,5,5,250,"Security, Parking",82000000,For Sale,2026-02-07,328000.0,2,2,13.5
Karen,Apartment,2,2,80,"Security, Parking",120000,For Rent,2025-11-25,1500.0,2,11,13.5
Kizingo,House,6,6,250,"Security, Parking",110000000,For Sale,2025-12-06,440000.0,2,12,10.0
School Lane,Apartment,2,2,80,"Security, Parking",150000,For Rent,2026-01-21,1875.0,2,1,10.0
Lavington,Apartment,3,2,120,"Security, Parking",80000,For Rent,2026-01-05,666.6666666666666,2,1,4.5
Kilimani,Apartment,1,1,50,"Security, Parking",85000,For Rent,2025-12-26,1700.0,2,12,3.8
Riverside,Apartment,2,2,186,"Security, Parking",140000,For Rent,2025-11-27,752.6881720430108,2,11,2.5
Lavington,Apartment,1,1,50,"Security, Parking",65000,For Rent,2026-01-28,1300.0,2,1,4.5
Menelik Road,Townhouse,4,4,180,"Security, Parking",30000000,For Sale,2026-01-27,166666.66666666666,2,1,10.0
Westlands,Apartment,3,4,160,"Security, Parking",110000,For Rent,2025-12-19,687.5,2,12,5.2
Off Riverside Drive,Apartment,4,4,180,"Security, Parking",130000,For Rent,2026-02-10,722.2222222222222,2,2,10.0
Yaya Center,Apartment,3,3,120,"Security, Parking",120000,For Rent,2025-12-06,1000.0,2,12,10.0
Riara Road,Apartment,3,2,120,"Security, Parking",75000,For Rent,2025-12-06,625.0,2,12,10.0
Westlands,Apartment,2,2,80,"Security, Parking",135000,For Rent,2025-12-02,1687.5,2,12,5.2
Tigoni Road,Apartment,3,4,120,"Security, Parking",130000,For Rent,2025-12-10,1083.3333333333333,2,12,10.0
Shanzu,House,4,4,180,"Security, Parking",55000000,For Sale,2026-02-05,305555.55555555556,2,2,10.0
Nyali Area,Villa,4,4,180,"Security, Parking",50000000,For Sale,2026-01-13,277777.77777777775,2,1,10.0
Kilimani,House,3,3,120,"Security, Parking",23000000,For Sale,2026-02-04,191666.66666666666,2,2,3.8
Kilimani,Apartment,3,3,120,"Security, Parking",85000,For Rent,2025-12-11,708.3333333333334,2,12,3.8
Kilimani,Apartment,2,2,80,"Security, Parking",65000,For Rent,2026-01-24,812.5,2,1,3.8
Parklands,Apartment,3,3,280,"Security, Parking",160000,For Rent,2025-12-06,571.4285714285714,2,12,4.8
Kitengela,House,4,4,180,"Security, Parking",5500000,For Sale,2026-01-31,30555.555555555555,2,1,10.0
Waiyaki Way,Apartment,3,3,120,"Security, Parking",60000,For Rent,2025-12-29,500.0,2,12,10.0
Non,Townhouse,5,5,250,"Security, Parking",15500000,For Sale,2025-12-18,62000.0,2,12,10.0
Kiambu Road,Townhouse,4,4,180,"Security, Parking",24500000,For Sale,2026-01-27,136111.11111111112,2,1,8.8
Ondiri,Townhouse,4,4,180,"Security, Parking",13000000,For Sale,2026-02-06,72222.22222222222,2,2,10.0
Ngong,Townhouse,4,4,180,"Security, Parking",24500000,For Sale,2025-11-28,136111.11111111112,2,11,10.0
Buruburu,House,3,3,120,"Security, Parking",11300000,For Sale,2025-12-21,94166.66666666667,2,12,7.9
1,Villa,4,4,180,"Security, Parking",15900000,For Sale,2026-01-28,88333.33333333333,2,1,10.0
Parklands,Apartment,4,4,180,"Security, Parking",155000,For Rent,2026-01-26,861.1111111111111,2,1,4.8
345,Villa,4,4,180,"Security, Parking",60000000,For Sale,2025-12-08,333333.3333333333,2,12,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",75000,For Rent,2026-01-04,937.5,2,1,3.8
Ruaka,Apartment,2,2,80,"Security, Parking",40000,For Rent,2025-12-22,500.0,2,12,12.3
Riverside,Apartment,3,3,22,"Security, Parking",110000,For Rent,2026-02-04,5000.0,2,2,2.5
School Lane,Apartment,3,4,120,"Security, Parking",170000,For Rent,2026-02-07,1416.6666666666667,2,2,10.0
Serena,House,3,3,120,"Security, Parking",35000000,For Sale,2025-12-28,291666.6666666667,2,12,10.0
Ruiru,House,3,3,120,"Security, Parking",7300000,For Sale,2026-01-25,60833.333333333336,2,1,10.0
Kinoo 87/Uthiru,Apartment,3,3,120,"Security, Parking",55000,For Rent,2025-12-09,458.3333333333333,2,12,10.0
Kikenni Road,House,3,3,120,"Security, Parking",171375000,For Sale,2026-02-11,1428125.0,2,2,10.0
Broadways,House,3,3,120,"Security, Parking",16500000,For Sale,2025-12-06,137500.0,2,12,10.0
Vanga Road,Apartment,2,2,80,"Security, Parking",65000,For Rent,2026-02-09,812.5,2,2,10.0
Westlands,Apartment,3,4,120,"Security, Parking",110000,For Rent,2025-11-26,916.6666666666666,2,11,5.2
Langata,House,3,3,120,"Security, Parking",26500000,For Sale,2026-01-04,220833.33333333334,2,1,11.3
Crimson Court Along Riverside,Apartment,1,2,50,"Security, Parking",90000,For Rent,2026-01-03,1800.0,2,1,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",85000000,For Sale,2026-01-21,340000.0,2,1,4.5
Mountain View,Townhouse,4,4,180,"Security, Parking",39000000,For Sale,2025-11-30,216666.66666666666,2,11,10.0
Kileleshwa,House,3,3,120,"Security, Parking",18000000,For Sale,2025-12-05,150000.0,2,12,4.2
Matangi Estate,House,3,3,120,"Security, Parking",5500000,For Sale,2025-12-26,45833.333333333336,2,12,10.0
Karen Ngong Rd,House,3,3,120,"Security, Parking",14500000,For Sale,2025-12-28,120833.33333333333,2,12,10.0
Mtwapa,Villa,8,8,250,"Security, Parking",22500000,For Sale,2026-01-20,90000.0,2,1,10.0
Westlands,Apartment,3,3,186,"Security, Parking",100000,For Rent,2025-11-30,537.6344086021505,2,11,5.2
Kilifi,Townhouse,4,4,180,"Security, Parking",14000000,For Sale,2026-01-11,77777.77777777778,2,1,10.0
Langata,Townhouse,5,5,250,"Security, Parking",25000000,For Sale,2025-12-10,100000.0,2,12,11.3
0208,Townhouse,4,4,180,"Security, Parking",25000000,For Sale,2025-12-13,138888.88888888888,2,12,10.0
Riara Lane,Apartment,2,2,105,"Security, Parking",90000,For Rent,2025-12-28,857.1428571428571,2,12,10.0
Denis Pritt,Apartment,1,1,50,"Security, Parking",45000,For Rent,2025-12-12,900.0,2,12,10.0
Gitanga Road,Apartment,3,3,120,"Security, Parking",75000,For Rent,2025-11-25,625.0,2,11,10.0
Juja,House,4,4,180,"Security, Parking",14500000,For Sale,2026-02-08,80555.55555555556,2,2,10.0
6Th Parklands,Apartment,3,2,158,"Security, Parking",150000,For Rent,2025-12-05,949.367088607595,2,12,10.0
Northernbypass,House,4,4,180,"Security, Parking",28000000,For Sale,2026-02-08,155555.55555555556,2,2,10.0
Karen,Apartment,1,1,50,"Security, Parking",30000,For Rent,2026-02-10,600.0,2,2,13.5
Kilimani,Apartment,3,3,120,"Security, Parking",180000,For Rent,2025-11-28,1500.0,2,11,3.8
Waiyaki Way,Apartment,2,2,80,"Security, Parking",90000,For Rent,2025-12-09,1125.0,2,12,10.0
Marcus Garvey Road,Apartment,3,3,4047,"Security, Parking",170000,For Rent,2025-12-24,42.006424511984186,2,12,10.0
Nyali Area,Townhouse,3,3,120,"Security, Parking",17000000,For Sale,2026-01-11,141666.66666666666,2,1,10.0
Kitengela,House,3,3,120,"Security, Parking",6200000,For Sale,2026-02-17,51666.666666666664,2,2,10.0
Ruiru,House,4,4,180,"Security, Parking",21000000,For Sale,2025-12-01,116666.66666666667,2,12,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",55000,For Rent,2026-02-08,687.5,2,2,3.8
Loresho,Apartment,3,3,125,"Security, Parking",60000,For Rent,2026-02-10,480.0,2,2,7.5
Off Othaya Road,Apartment,3,3,120,"Security, Parking",100000,For Rent,2025-12-25,833.3333333333334,2,12,10.0
Buruburu Phase 1,House,3,3,120,"Security, Parking",10500000,For Sale,2025-11-21,87500.0,2,11,10.0
Sahara Ridge Estate,Townhouse,3,3,120,"Security, Parking",15000000,For Sale,2025-12-03,125000.0,2,12,10.0
Mpaka Rd,Apartment,3,2,23,"Security, Parking",140000,For Rent,2025-12-08,6086.95652173913,2,12,10.0
Swaminarayan Road,Apartment,3,3,2500,"Security, Parking",120000,For Rent,2026-02-07,48.0,2,2,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",75000000,For Sale,2025-11-21,416666.6666666667,2,11,4.5
Kilimani,Apartment,3,4,120,"Security, Parking",172000,For Rent,2025-12-09,1433.3333333333333,2,12,3.8
East Church Road,Apartment,1,1,50,"Security, Parking",85000,For Rent,2026-02-01,1700.0,2,2,10.0
Mb,Townhouse,5,5,250,"Security, Parking",90000000,For Sale,2025-12-05,360000.0,2,12,10.0
Riverside,Apartment,3,3,120,"Security, Parking",110000,For Rent,2026-01-02,916.6666666666666,2,1,2.5
Kitengela,House,3,3,120,"Security, Parking",6250000,For Sale,2026-01-14,52083.333333333336,2,1,10.0
Mtwapa,House,4,4,180,"Security, Parking",75000000,For Sale,2026-02-17,416666.6666666667,2,2,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",75000,For Rent,2025-12-07,937.5,2,12,3.8
Kahawa Sukari,Villa,5,5,250,"Security, Parking",29900000,For Sale,2025-12-05,119600.0,2,12,10.0
Ruiru,House,3,3,120,"Security, Parking",8500000,For Sale,2025-11-24,70833.33333333333,2,11,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",80000000,For Sale,2025-12-06,444444.44444444444,2,12,4.5
Kileleshwa,Apartment,3,3,120,"Security, Parking",55000,For Rent,2025-12-13,458.3333333333333,2,12,4.2
Riverside,Apartment,2,2,80,"Security, Parking",120000,For Rent,2025-11-29,1500.0,2,11,2.5
Parklands,Apartment,4,4,180,"Security, Parking",175000,For Rent,2025-12-15,972.2222222222222,2,12,4.8
Ruaka,Apartment,2,2,80,"Security, Parking",32000,For Rent,2026-01-23,400.0,2,1,12.3
Westlands,Apartment,3,3,120,"Security, Parking",123000,For Rent,2026-01-07,1025.0,2,1,5.2
Nyari,Apartment,4,4,180,"Security, Parking",150000,For Rent,2026-01-03,833.3333333333334,2,1,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",90000,For Rent,2025-12-24,750.0,2,12,3.8
Kitengela,Villa,3,3,120,"Security, Parking",7000000,For Sale,2025-12-19,58333.333333333336,2,12,10.0
Mtwapa Town,Townhouse,3,3,120,"Security, Parking",8500000,For Sale,2025-12-21,70833.33333333333,2,12,10.0
Ngong Rd,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-15,625.0,2,1,10.0
Kiambu Road,House,4,4,180,"Security, Parking",40750000,For Sale,2026-01-31,226388.88888888888,2,1,8.8
Kikuyu Town,Townhouse,3,3,120,"Security, Parking",9500000,For Sale,2025-12-18,79166.66666666667,2,12,10.0
Kilifi County,House,4,4,180,"Security, Parking",170000000,For Sale,2025-11-27,944444.4444444445,2,11,10.0
Riara Road,Apartment,3,4,120,"Security, Parking",75000,For Rent,2025-11-29,625.0,2,11,10.0
Ridgeways,House,7,7,250,"Security, Parking",145000000,For Sale,2026-02-11,580000.0,2,2,10.0
Utawala,House,3,3,120,"Security, Parking",9000000,For Sale,2026-02-05,75000.0,2,2,10.0
Valley Arcade,Apartment,4,5,232,"Security, Parking",130000,For Rent,2025-11-24,560.3448275862069,2,11,10.0
Kileleshwa,Apartment,3,2,120,"Security, Parking",86000,For Rent,2026-01-08,716.6666666666666,2,1,4.2
Kibiku,Villa,5,5,250,"Security, Parking",16500000,For Sale,2026-01-04,66000.0,2,1,10.0
Westlands,Apartment,3,3,120,"Security, Parking",100000,For Rent,2026-02-13,833.3333333333334,2,2,5.2
0706771810,House,4,4,180,"Security, Parking",15000000,For Sale,2025-12-01,83333.33333333333,2,12,10.0
Westlands,Apartment,3,2,120,"Security, Parking",70000,For Rent,2026-01-16,583.3333333333334,2,1,5.2
Naivasha,House,3,3,120,"Security, Parking",14000000,For Sale,2026-01-05,116666.66666666667,2,1,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",100000,For Rent,2026-01-20,833.3333333333334,2,1,3.8
Mirema Drive,House,5,5,250,"Security, Parking",23500000,For Sale,2026-01-24,94000.0,2,1,10.0
Diani,Villa,1,1,50,"Security, Parking",20000000,For Sale,2025-12-29,400000.0,2,12,10.0
Nyali Area,House,2,2,80,"Security, Parking",25000000,For Sale,2025-12-20,312500.0,2,12,10.0
Ruaka,Apartment,1,1,50,"Security, Parking",20000,For Rent,2026-01-31,400.0,2,1,12.3
Lavington,Townhouse,4,4,180,"Security, Parking",65000000,For Sale,2026-01-06,361111.1111111111,2,1,4.5
Waiyaki Way,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-24,625.0,2,1,10.0
Nyali Area,Villa,6,6,250,"Security, Parking",64000000,For Sale,2025-12-18,256000.0,2,12,10.0
Chania Rd,Apartment,2,2,149,"Security, Parking",95000,For Rent,2025-12-19,637.5838926174497,2,12,10.0
Kileleshwa,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-02-02,625.0,2,2,4.2
Kilimani,Apartment,2,2,80,"Security, Parking",60000,For Rent,2026-02-03,750.0,2,2,3.8
Along Kiambu Road Off Paradise Lost Road,House,4,4,180,"Security, Parking",32000000,For Sale,2026-01-01,177777.77777777778,2,1,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",40000000,For Sale,2026-01-30,222222.22222222222,2,1,4.5
Near Jkuat,House,3,3,120,"Security, Parking",6250000,For Sale,2026-02-15,52083.333333333336,2,2,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",90000,For Rent,2025-12-02,1125.0,2,12,3.8
Chania Avenue,Apartment,3,4,120,"Security, Parking",125000,For Rent,2025-12-02,1041.6666666666667,2,12,10.0
Muthaiga,House,4,4,180,"Security, Parking",300000000,For Sale,2026-01-15,1666666.6666666667,2,1,7.2
Kilimani,Apartment,2,3,80,"Security, Parking",150000,For Rent,2025-12-27,1875.0,2,12,3.8
King'Ara Close,Apartment,3,3,120,"Security, Parking",120000,For Rent,2026-01-11,1000.0,2,1,10.0
Lavington,Apartment,3,3,120,"Security, Parking",130000,For Rent,2026-02-10,1083.3333333333333,2,2,4.5
N/A,Apartment,1,1,50,"Security, Parking",110000,For Rent,2025-11-22,2200.0,2,11,10.0
Masaba Road,Apartment,1,1,50,"Security, Parking",38000,For Rent,2025-12-29,760.0,2,12,10.0
Kileleshwa,House,6,6,250,"Security, Parking",28500000,For Sale,2025-12-15,114000.0,2,12,4.2
Guango East Estate,House,3,3,120,"Security, Parking",8500000,For Sale,2026-01-25,70833.33333333333,2,1,10.0
Syokimau,Townhouse,4,4,180,"Security, Parking",14500000,For Sale,2025-12-20,80555.55555555556,2,12,18.5
Limuru Road,Apartment,3,2,4000,"Security, Parking",45000,For Rent,2026-01-01,11.25,2,1,10.0
Nyali Area,Townhouse,5,5,250,"Security, Parking",90000000,For Sale,2026-01-29,360000.0,2,1,10.0
Riverside,Apartment,3,3,120,"Security, Parking",80000,For Rent,2025-12-06,666.6666666666666,2,12,2.5
Ngong Rd,Apartment,1,1,50,"Security, Parking",32000,For Rent,2025-12-13,640.0,2,12,10.0
Kileleshwa,Apartment,3,4,120,"Security, Parking",130000,For Rent,2026-01-23,1083.3333333333333,2,1,4.2
Near Usiu,Apartment,4,4,180,"Security, Parking",70000,For Rent,2026-01-16,388.8888888888889,2,1,10.0
Eastern By-Pass,Townhouse,4,4,180,"Security, Parking",12600000,For Sale,2025-12-08,70000.0,2,12,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",50000000,For Sale,2025-11-20,200000.0,2,11,4.5
Edenville Estate Phase 1,Townhouse,3,3,120,"Security, Parking",26000000,For Sale,2026-01-12,216666.66666666666,2,1,10.0
Nyali Area,Villa,4,4,180,"Security, Parking",35000000,For Sale,2026-01-24,194444.44444444444,2,1,10.0
Nyali,Apartment,2,2,80,"Security, Parking",55000,For Rent,2026-01-26,687.5,2,1,10.0
Windsor,House,4,4,180,"Security, Parking",123000000,For Sale,2026-01-14,683333.3333333334,2,1,10.0
Walk To Valley Arcade,Apartment,4,5,180,"Security, Parking",150000,For Rent,2025-11-27,833.3333333333334,2,11,10.0
South B,Townhouse,4,4,180,"Security, Parking",20000000,For Sale,2026-02-04,111111.11111111111,2,2,5.8
Imara Daima,Apartment,2,2,80,"Security, Parking",35000,For Rent,2026-01-22,437.5,2,1,10.0
Hardy,Villa,5,5,250,"Security, Parking",115000000,For Sale,2026-01-02,460000.0,2,1,10.0
Off Gitanga Road,Apartment,3,2,120,"Security, Parking",75000,For Rent,2025-12-17,625.0,2,12,10.0
Thika Greens Estate,Townhouse,4,4,180,"Security, Parking",40000000,For Sale,2026-02-12,222222.22222222222,2,2,10.0
Kiambu Road,House,5,5,250,"Security, Parking",65000000,For Sale,2025-12-18,260000.0,2,12,8.8
Rosslyn,House,5,5,250,"Security, Parking",85000000,For Sale,2025-12-13,340000.0,2,12,10.0
Lymack Suites,Apartment,1,1,50,"Security, Parking",95000,For Rent,2025-12-29,1900.0,2,12,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",70000,For Rent,2025-12-25,583.3333333333334,2,12,3.8
Kenyatta Road,House,6,6,250,"Security, Parking",38000000,For Sale,2026-01-31,152000.0,2,1,10.0
Lavington,Apartment,3,3,128,"Security, Parking",75000,For Rent,2025-12-02,585.9375,2,12,4.5
Westlands,Apartment,3,3,2137,"Security, Parking",130000,For Rent,2025-11-27,60.83294337856809,2,11,5.2
Eastern Bypass,Villa,4,4,180,"Security, Parking",10500000,For Sale,2026-02-06,58333.333333333336,2,2,10.0
Westlands,Apartment,3,2,120,"Security, Parking",125000,For Rent,2025-12-29,1041.6666666666667,2,12,5.2
Mbaazi Avenue,Apartment,3,2,120,"Security, Parking",160000,For Rent,2026-02-16,1333.3333333333333,2,2,10.0
Karen,House,4,4,180,"Security, Parking",75000000,For Sale,2026-01-11,416666.6666666667,2,1,13.5
Muigai,Townhouse,3,3,120,"Security, Parking",12500000,For Sale,2026-02-07,104166.66666666667,2,2,10.0
Kiambu Road,Apartment,2,2,80,"Security, Parking",90000,For Rent,2026-01-15,1125.0,2,1,8.8
Kilimani,Apartment,3,3,120,"Security, Parking",85000,For Rent,2025-12-30,708.3333333333334,2,12,3.8
Ngong,Apartment,2,1,80,"Security, Parking",22000,For Rent,2025-12-24,275.0,2,12,10.0
Off Rhapta Road,Apartment,1,1,50,"Security, Parking",60000,For Rent,2026-02-11,1200.0,2,2,10.0
Valley Arcade,Apartment,2,2,80,"Security, Parking",70000,For Rent,2026-02-09,875.0,2,2,10.0
Membley,House,5,5,250,"Security, Parking",20000000,For Sale,2025-12-04,80000.0,2,12,10.0
Lenana Rd,Apartment,3,3,2024,"Security, Parking",85000,For Rent,2025-11-28,41.99604743083004,2,11,10.0
Riara Heights,Apartment,2,1,35,"Security, Parking",42500,For Rent,2026-01-21,1214.2857142857142,2,1,10.0
99,House,5,5,250,"Security, Parking",125000000,For Sale,2026-01-26,500000.0,2,1,10.0
Mtwapa,Townhouse,3,3,120,"Security, Parking",6500000,For Sale,2025-11-28,54166.666666666664,2,11,10.0
Kiungani,House,3,3,120,"Security, Parking",13000000,For Sale,2026-01-19,108333.33333333333,2,1,10.0
Runda,House,4,4,180,"Security, Parking",80000000,For Sale,2025-12-17,444444.44444444444,2,12,9.8
Kitengela,House,3,3,120,"Security, Parking",9950000,For Sale,2026-01-19,82916.66666666667,2,1,10.0
Mugutha,House,4,4,180,"Security, Parking",17000000,For Sale,2025-12-08,94444.44444444444,2,12,10.0
Syokimau,House,5,5,250,"Security, Parking",15800000,For Sale,2026-01-13,63200.0,2,1,18.5
Kileleshwa,Apartment,3,2,120,"Security, Parking",65000,For Rent,2025-12-03,541.6666666666666,2,12,4.2
Parklands,Apartment,3,3,2500,"Security, Parking",90000,For Rent,2026-01-23,36.0,2,1,4.8
Kilimani,Apartment,3,2,120,"Security, Parking",90000,For Rent,2025-12-17,750.0,2,12,3.8
Near Sarit Center,Apartment,3,2,120,"Security, Parking",110000,For Rent,2026-01-21,916.6666666666666,2,1,10.0
Masanduku Lane,Apartment,3,4,120,"Security, Parking",100000,For Rent,2026-02-01,833.3333333333334,2,2,10.0
Westlands,Apartment,1,1,50,"Security, Parking",50000,For Rent,2026-02-01,1000.0,2,2,5.2
Riverside,Apartment,3,4,180,"Security, Parking",130000,For Rent,2026-01-31,722.2222222222222,2,1,2.5
Loresho,Townhouse,4,4,180,"Security, Parking",60000000,For Sale,2025-11-22,333333.3333333333,2,11,7.5
Runda,House,5,5,250,"Security, Parking",150000000,For Sale,2025-12-22,600000.0,2,12,9.8
Kitisuru,House,4,4,180,"Security, Parking",300000000,For Sale,2025-12-11,1666666.6666666667,2,12,10.2
Lavington,Villa,5,5,250,"Security, Parking",52000000,For Sale,2026-01-07,208000.0,2,1,4.5
Dennis Pritt,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-12-11,750.0,2,12,10.0
Acacia Premier Villas,Villa,3,3,120,"Security, Parking",12300000,For Sale,2025-12-13,102500.0,2,12,10.0
Loresho,Townhouse,4,4,180,"Security, Parking",45000000,For Sale,2026-01-27,250000.0,2,1,7.5
Dennis Pritt,Apartment,3,3,250,"Security, Parking",90000,For Rent,2026-01-09,360.0,2,1,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",72000000,For Sale,2026-01-12,288000.0,2,1,4.5
Peponi Road,House,4,4,180,"Security, Parking",83000000,For Sale,2026-01-28,461111.1111111111,2,1,10.0
