Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date
Rhapta Road,Apartment,2,3,180,"Security, Parking",110000,For Rent,2026-02-01
Off Denis Pritt,Apartment,2,3,14,"Security, Parking",100000,For Rent,2025-12-31
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-08
kenyatta road,Villa,6,6,0,"Security, Parking",28000000,For Sale,2025-12-11
Syokimau,Townhouse,4,4,0,"Security, Parking",15000000,For Sale,2026-01-28
Siaya Road,Apartment,3,4,3,"Security, Parking",100000,For Rent,2026-01-15
Fivestar Meadows,Villa,4,4,0,"Security, Parking",38000000,For Sale,2026-01-02
Dennis Pritt,Apartment,3,3,250,"Security, Parking",90000,For Rent,2025-12-28
Westlands Area,Apartment,1,1,1,"Security, Parking",150000,For Rent,2026-01-12
Kiambu road,Townhouse,4,4,0,"Security, Parking",85000000,For Sale,2025-12-04
Ngere Road,House,5,5,0,"Security, Parking",17000000,For Sale,2026-01-22
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-23
Kilimani,Apartment,3,4,3,"Security, Parking",120000,For Rent,2026-01-26
0714n/0723p,House,1,1,0,"Security, Parking",4800000,For Sale,2025-11-28
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-14
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-07
Karen,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-31
Naivasha,Apartment,3,2,3,"Security, Parking",75000,For Rent,2025-11-29
Kamakis,House,5,5,0,"Security, Parking",15000000,For Sale,2026-01-29
Lower Kabete,House,4,4,0,"Security, Parking",98000000,For Sale,2026-01-25
Westlands Area,Apartment,3,2,3,"Security, Parking",160000,For Rent,2026-02-03
Lavington,Apartment,3,2,3,"Security, Parking",85000,For Rent,2026-01-28
Off Kiambu Road,Townhouse,4,4,0,"Security, Parking",26950000,For Sale,2025-11-23
Kiganjo Rd,House,4,4,0,"Security, Parking",20000000,For Sale,2026-01-10
Lolldaiga,House,3,3,0,"Security, Parking",50000000,For Sale,2026-01-15
Karen ololua estate,House,5,5,0,"Security, Parking",99000000,For Sale,2025-12-14
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-11
Kenyatta Road,House,3,3,0,"Security, Parking",7700000,For Sale,2026-01-04
Waiyaki Way,Apartment,0,1,0,"Security, Parking",50000,For Rent,2025-12-12
Muthaiga Road,House,4,4,0,"Security, Parking",170000000,For Sale,2026-01-08
Thigiri,House,5,5,0,"Security, Parking",130000000,For Sale,2026-01-06
Ngong Road,Apartment,3,4,3,"Security, Parking",90000,For Rent,2025-12-17
Runda,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-14
kiambu road,Apartment,2,3,300,"Security, Parking",52000,For Rent,2026-02-03
Siaya Road,Apartment,4,5,4,"Security, Parking",150000,For Rent,2026-01-29
Syokimau,Apartment,3,2,3,"Security, Parking",35000,For Rent,2025-12-14
Ngong Road,Apartment,2,3,2,"Security, Parking",48000,For Rent,2026-01-15
Waiyaki Way,Apartment,0,1,0,"Security, Parking",50000,For Rent,2026-02-12
Kilimani,Apartment,2,2,2,"Security, Parking",65000,For Rent,2026-02-11
Westlands Area,Apartment,3,2,186,"Security, Parking",80000,For Rent,2026-02-13
Loresho,Townhouse,5,5,0,"Security, Parking",120000000,For Sale,2025-12-23
Rhapta Road,Apartment,2,2,2,"Security, Parking",100000,For Rent,2025-12-02
Langata,House,5,5,0,"Security, Parking",29000000,For Sale,2026-01-30
Fourways Junction,Apartment,3,2,120,"Security, Parking",60000,For Rent,2025-12-03
Ngong Road,Apartment,3,2,3,"Security, Parking",62000,For Rent,2026-02-02
Mbaazi Avenue,Apartment,1,1,1,"Security, Parking",40000,For Rent,2026-02-06
Kileleshwa,Apartment,2,2,2,"Security, Parking",120000,For Rent,2026-01-29
Lavington,Apartment,1,1,1,"Security, Parking",140000,For Rent,2025-11-26
Waiyaki Way,House,4,4,0,"Security, Parking",35000000,For Sale,2025-11-24
karen,Townhouse,5,5,0,"Security, Parking",65000000,For Sale,2026-01-24
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-10
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-17
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-26
Ushirika Road,House,6,6,0,"Security, Parking",120000000,For Sale,2025-12-29
Athi River,House,2,2,0,"Security, Parking",11980000,For Sale,2026-01-31
Parklands,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-07
78,House,5,5,0,"Security, Parking",75000000,For Sale,2025-12-07
Afro Sayari,Villa,4,4,0,"Security, Parking",12600000,For Sale,2025-12-24
Summerfield,House,4,4,0,"Security, Parking",37000000,For Sale,2026-01-23
Gatundu Rd,Apartment,3,4,23,"Security, Parking",150000,For Rent,2025-12-19
Kileleshwa,Townhouse,4,4,0,"Security, Parking",350000000,For Sale,2026-01-03
Muthaiga,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-17
Parklands,House,4,4,0,"Security, Parking",34000000,For Sale,2026-01-15
Karen,Villa,5,5,0,"Security, Parking",90000000,For Sale,2026-01-26
Kamangu,House,3,3,0,"Security, Parking",3700000,For Sale,2025-11-20
Near Valley Arcade,Apartment,3,4,180,"Security, Parking",100000,For Rent,2025-12-29
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-26
Rironi,House,4,4,0,"Security, Parking",18000000,For Sale,2025-11-30
Lavington,Townhouse,4,4,0,"Security, Parking",61000000,For Sale,2026-02-08
South C,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-09
Westlands Area,Apartment,2,2,2,"Security, Parking",87000,For Rent,2025-12-28
Runda,House,6,6,0,"Security, Parking",80000000,For Sale,2026-01-02
0728p,House,3,3,0,"Security, Parking",648000000,For Sale,2025-12-20
Gatundu Road,Apartment,3,3,2400,"Security, Parking",145000,For Rent,2026-02-08
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-07
Gitanga Road,Apartment,3,2,3,"Security, Parking",75000,For Rent,2025-12-02
Lenana rd,Apartment,2,2,120,"Security, Parking",140000,For Rent,2025-11-25
3rd,Apartment,1,1,1,"Security, Parking",30000,For Rent,2026-01-07
rhapta road,Apartment,3,3,3,"Security, Parking",80000,For Rent,2025-12-28
karen,Villa,5,5,0,"Security, Parking",82000000,For Sale,2026-02-07
Karen,Apartment,2,2,2,"Security, Parking",120000,For Rent,2025-11-25
Kizingo,House,6,6,0,"Security, Parking",110000000,For Sale,2025-12-06
School Lane,Apartment,2,2,2,"Security, Parking",150000,For Rent,2026-01-21
lavington,Apartment,3,2,3,"Security, Parking",80000,For Rent,2026-01-05
Kilimani,Apartment,1,1,1,"Security, Parking",85000,For Rent,2025-12-26
Riverside,Apartment,2,2,186,"Security, Parking",140000,For Rent,2025-11-27
lavington,Apartment,1,1,1,"Security, Parking",65000,For Rent,2026-01-28
Menelik Road,Townhouse,4,4,0,"Security, Parking",30000000,For Sale,2026-01-27
Westlands Area,Apartment,3,4,160,"Security, Parking",110000,For Rent,2025-12-19
Off Riverside Drive,Apartment,4,4,4,"Security, Parking",130000,For Rent,2026-02-10
Yaya center,Apartment,3,3,3,"Security, Parking",120000,For Rent,2025-12-06
South C,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-20
Riara Road,Apartment,3,2,3,"Security, Parking",75000,For Rent,2025-12-06
Westlands Area,Apartment,2,2,2,"Security, Parking",135000,For Rent,2025-12-02
Tigoni Road,Apartment,3,4,3,"Security, Parking",130000,For Rent,2025-12-10
Shanzu,House,4,4,0,"Security, Parking",55000000,For Sale,2026-02-05
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-23
Nyali Area,Villa,4,4,0,"Security, Parking",50000000,For Sale,2026-01-13
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-12
kilimani,House,3,3,0,"Security, Parking",23000000,For Sale,2026-02-04
kilimani,Apartment,3,3,3,"Security, Parking",85000,For Rent,2025-12-11
Kilimani,Apartment,2,2,2,"Security, Parking",65000,For Rent,2026-01-24
General Mathenge,Apartment,3,3,280,"Security, Parking",160000,For Rent,2025-12-06
Kitengela,House,4,4,0,"Security, Parking",5500000,For Sale,2026-01-31
Waiyaki Way,Apartment,3,3,3,"Security, Parking",60000,For Rent,2025-12-29
Non,Townhouse,5,5,0,"Security, Parking",15500000,For Sale,2025-12-18
Kiambu Road,Townhouse,4,4,0,"Security, Parking",24500000,For Sale,2026-01-27
Ondiri,Townhouse,4,4,0,"Security, Parking",13000000,For Sale,2026-02-06
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-10
Ngong,Townhouse,4,4,0,"Security, Parking",24500000,For Sale,2025-11-28
Buruburu,House,3,3,0,"Security, Parking",11300000,For Sale,2025-12-21
1,Villa,4,4,0,"Security, Parking",15900000,For Sale,2026-01-28
Lamu,House,4,4,0,"Security, Parking",0,For Sale,2026-01-29
General Mathenge,Apartment,4,4,4,"Security, Parking",155000,For Rent,2026-01-26
345,Villa,4,4,0,"Security, Parking",60000000,For Sale,2025-12-08
kilimani,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-01-04
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-22
Ruaka,Apartment,2,2,2,"Security, Parking",40000,For Rent,2025-12-22
Riverside Drive,Apartment,3,3,22,"Security, Parking",110000,For Rent,2026-02-04
School Lane,Apartment,3,4,3,"Security, Parking",170000,For Rent,2026-02-07
Serena,House,3,3,0,"Security, Parking",35000000,For Sale,2025-12-28
Ruiru,House,3,3,0,"Security, Parking",7300000,For Sale,2026-01-25
kinoo 87/Uthiru,Apartment,3,3,3,"Security, Parking",55000,For Rent,2025-12-09
Kikenni Road,House,3,3,0,"Security, Parking",171375000,For Sale,2026-02-11
Broadways,House,3,3,0,"Security, Parking",16500000,For Sale,2025-12-06
Vanga road,Apartment,2,2,2,"Security, Parking",65000,For Rent,2026-02-09
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-16
Rhapta Road,Apartment,3,4,3,"Security, Parking",110000,For Rent,2025-11-26
Langata,House,3,3,0,"Security, Parking",26500000,For Sale,2026-01-04
Crimson Court Along Riverside,Apartment,1,2,9,"Security, Parking",90000,For Rent,2026-01-03
Lavington,Townhouse,5,5,0,"Security, Parking",85000000,For Sale,2026-01-21
Karen,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-21
Mountain View,Townhouse,4,4,0,"Security, Parking",39000000,For Sale,2025-11-30
Kileleshwa,House,3,3,0,"Security, Parking",18000000,For Sale,2025-12-05
MATANGI ESTATE,House,3,3,0,"Security, Parking",5500000,For Sale,2025-12-26
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-21
Karen Ngong rd,House,3,3,0,"Security, Parking",14500000,For Sale,2025-12-28
Riruta,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-01-22
Mtwapa,Villa,8,8,0,"Security, Parking",22500000,For Sale,2026-01-20
Westlands Area,Apartment,3,3,186,"Security, Parking",100000,For Rent,2025-11-30
Kilifi,Townhouse,4,4,0,"Security, Parking",14000000,For Sale,2026-01-11
Langata,Townhouse,5,5,0,"Security, Parking",25000000,For Sale,2025-12-10
0208,Townhouse,4,4,0,"Security, Parking",25000000,For Sale,2025-12-13
Riara Lane,Apartment,2,2,105,"Security, Parking",90000,For Rent,2025-12-28
Denis Pritt,Apartment,1,1,1,"Security, Parking",45000,For Rent,2025-12-12
Kilimani,Apartment,0,1,0,"Security, Parking",0,For Sale,2025-12-12
Gitanga Road,Apartment,3,3,3,"Security, Parking",75000,For Rent,2025-11-25
Juja,House,4,4,0,"Security, Parking",14500000,For Sale,2026-02-08
6Th Parklands,Apartment,3,2,158,"Security, Parking",150000,For Rent,2025-12-05
Northernbypass,House,4,4,0,"Security, Parking",28000000,For Sale,2026-02-08
Karen,Apartment,1,1,1,"Security, Parking",30000,For Rent,2026-02-10
Kilimani,Apartment,3,3,3,"Security, Parking",180000,For Rent,2025-11-28
Waiyaki Way,Apartment,2,2,2,"Security, Parking",90000,For Rent,2025-12-09
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-06
Marcus Garvey Road,Apartment,3,3,4047,"Security, Parking",170000,For Rent,2025-12-24
Nyali Area,Townhouse,3,3,0,"Security, Parking",17000000,For Sale,2026-01-11
Kitengela,House,3,3,0,"Security, Parking",6200000,For Sale,2026-02-17
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-28
Ruiru,House,4,4,0,"Security, Parking",21000000,For Sale,2025-12-01
Kilimani,Apartment,2,2,2,"Security, Parking",55000,For Rent,2026-02-08
Loresho,Apartment,3,3,125,"Security, Parking",60000,For Rent,2026-02-10
Off Othaya Road,Apartment,3,3,3,"Security, Parking",100000,For Rent,2025-12-25
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-30
Donholm,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-23
Buruburu Phase 1,House,3,3,0,"Security, Parking",10500000,For Sale,2025-11-21
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-20
Sahara Ridge estate,Townhouse,3,3,0,"Security, Parking",15000000,For Sale,2025-12-03
Mpaka Rd,Apartment,3,2,23,"Security, Parking",140000,For Rent,2025-12-08
Swaminarayan Road,Apartment,3,3,2500,"Security, Parking",120000,For Rent,2026-02-07
Lavington,Townhouse,4,4,0,"Security, Parking",75000000,For Sale,2025-11-21
Kilimani,Apartment,3,4,3,"Security, Parking",172000,For Rent,2025-12-09
East Church Road,Apartment,1,1,1,"Security, Parking",85000,For Rent,2026-02-01
MB,Townhouse,5,5,0,"Security, Parking",90000000,For Sale,2025-12-05
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-06
Riverside Drive,Apartment,3,3,3,"Security, Parking",110000,For Rent,2026-01-02
Kitengela,House,3,3,0,"Security, Parking",6250000,For Sale,2026-01-14
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-09
Mtwapa,House,4,4,0,"Security, Parking",75000000,For Sale,2026-02-17
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-12
Kilimani,Apartment,2,2,2,"Security, Parking",75000,For Rent,2025-12-07
Kahawa Sukari,Villa,5,5,0,"Security, Parking",29900000,For Sale,2025-12-05
Ruiru,House,3,3,0,"Security, Parking",8500000,For Sale,2025-11-24
Lavington,Townhouse,4,4,0,"Security, Parking",80000000,For Sale,2025-12-06
Kileleshwa,Apartment,3,3,3,"Security, Parking",55000,For Rent,2025-12-13
Riverside,Apartment,2,2,2,"Security, Parking",120000,For Rent,2025-11-29
General Mathenge,Apartment,4,4,4,"Security, Parking",175000,For Rent,2025-12-15
Ruaka,Apartment,2,2,2,"Security, Parking",32000,For Rent,2026-01-23
Rhapta Road,Apartment,3,3,3,"Security, Parking",123000,For Rent,2026-01-07
Nyari,Apartment,4,4,4,"Security, Parking",150000,For Rent,2026-01-03
kilimani,Apartment,3,2,3,"Security, Parking",90000,For Rent,2025-12-24
Kitengela,Villa,3,3,0,"Security, Parking",7000000,For Sale,2025-12-19
Mtwapa Town,Townhouse,3,3,0,"Security, Parking",8500000,For Sale,2025-12-21
Ngong Rd,Apartment,3,3,3,"Security, Parking",75000,For Rent,2026-01-15
Kiambu Road,House,4,4,0,"Security, Parking",40750000,For Sale,2026-01-31
Kikuyu Town,Townhouse,3,3,0,"Security, Parking",9500000,For Sale,2025-12-18
Kilifi County,House,4,4,0,"Security, Parking",170000000,For Sale,2025-11-27
Riara Road,Apartment,3,4,3,"Security, Parking",75000,For Rent,2025-11-29
Ridgeways,House,7,7,0,"Security, Parking",145000000,For Sale,2026-02-11
Utawala,House,3,3,0,"Security, Parking",9000000,For Sale,2026-02-05
Valley Arcade,Apartment,4,5,232,"Security, Parking",130000,For Rent,2025-11-24
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-15
Kileleshwa,Apartment,3,2,3,"Security, Parking",86000,For Rent,2026-01-08
Kibiku,Villa,5,5,0,"Security, Parking",16500000,For Sale,2026-01-04
Westlands Area,Apartment,3,3,3,"Security, Parking",100000,For Rent,2026-02-13
Mimosa Road,Townhouse,5,5,0,"Security, Parking",0,For Sale,2026-02-07
0706771810,House,4,4,0,"Security, Parking",15000000,For Sale,2025-12-01
Rhapta Road,Apartment,3,2,3,"Security, Parking",70000,For Rent,2026-01-16
Naivasha,House,3,3,0,"Security, Parking",14000000,For Sale,2026-01-05
South C,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-12
kilimani,Apartment,3,3,3,"Security, Parking",100000,For Rent,2026-01-20
Mirema Drive,House,5,5,0,"Security, Parking",23500000,For Sale,2026-01-24
Diani,Villa,1,1,0,"Security, Parking",20000000,For Sale,2025-12-29
Nyali Area,House,2,2,0,"Security, Parking",25000000,For Sale,2025-12-20
Ruaka,Apartment,1,1,1,"Security, Parking",20000,For Rent,2026-01-31
Lavington,Townhouse,4,4,0,"Security, Parking",65000000,For Sale,2026-01-06
Waiyaki Way,Apartment,3,3,3,"Security, Parking",75000,For Rent,2026-01-24
Nyali Area,Villa,6,6,0,"Security, Parking",64000000,For Sale,2025-12-18
Chania Rd,Apartment,2,2,149,"Security, Parking",95000,For Rent,2025-12-19
Kileleshwa,Apartment,3,3,3,"Security, Parking",75000,For Rent,2026-02-02
South B,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-10
Kilimani,Apartment,2,2,2,"Security, Parking",60000,For Rent,2026-02-03
Along Kiambu Road Off Paradise Lost Road,House,4,4,0,"Security, Parking",32000000,For Sale,2026-01-01
Lavington,Townhouse,4,4,0,"Security, Parking",40000000,For Sale,2026-01-30
Near JKUAT,House,3,3,0,"Security, Parking",6250000,For Sale,2026-02-15
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-06
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-08
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-10
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-30
South C,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-19
kilimani,Apartment,2,2,2,"Security, Parking",90000,For Rent,2025-12-02
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-04
Chania Avenue,Apartment,3,4,3,"Security, Parking",125000,For Rent,2025-12-02
Muthaiga,House,4,4,0,"Security, Parking",300000000,For Sale,2026-01-15
Kilimani,Apartment,2,3,2,"Security, Parking",150000,For Rent,2025-12-27
King'ara Close,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-01-11
Lavington,Apartment,3,3,3,"Security, Parking",130000,For Rent,2026-02-10
N/a,Apartment,1,1,1,"Security, Parking",110000,For Rent,2025-11-22
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-29
Masaba Road,Apartment,1,1,1,"Security, Parking",38000,For Rent,2025-12-29
Kileleshwa,Apartment,0,1,0,"Security, Parking",0,For Sale,2025-12-11
Kileleshwa,House,6,6,0,"Security, Parking",28500000,For Sale,2025-12-15
Loresho,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-04
Guango East Estate,House,3,3,0,"Security, Parking",8500000,For Sale,2026-01-25
Syokimau,Townhouse,4,4,0,"Security, Parking",14500000,For Sale,2025-12-20
Limuru Road,Apartment,3,2,4000,"Security, Parking",45000,For Rent,2026-01-01
Nyali Area,Townhouse,5,5,0,"Security, Parking",90000000,For Sale,2026-01-29
Riverside Drive,Apartment,3,3,3,"Security, Parking",80000,For Rent,2025-12-06
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-17
Ngong Rd,Apartment,1,1,1,"Security, Parking",32000,For Rent,2025-12-13
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-08
KILELESHWA,Apartment,3,4,3,"Security, Parking",130000,For Rent,2026-01-23
Near USIU,Apartment,4,4,4,"Security, Parking",70000,For Rent,2026-01-16
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-24
Eastern By-Pass,Townhouse,4,4,0,"Security, Parking",12600000,For Sale,2025-12-08
lavington,Townhouse,5,5,0,"Security, Parking",50000000,For Sale,2025-11-20
Edenville Estate Phase 1,Townhouse,3,3,0,"Security, Parking",26000000,For Sale,2026-01-12
Nyali Area,Villa,4,4,0,"Security, Parking",35000000,For Sale,2026-01-24
nyali,Apartment,2,2,2,"Security, Parking",55000,For Rent,2026-01-26
Windsor,House,4,4,0,"Security, Parking",123000000,For Sale,2026-01-14
walk to valley arcade,Apartment,4,5,4,"Security, Parking",150000,For Rent,2025-11-27
Kilimani,Apartment,0,1,0,"Security, Parking",0,For Sale,2025-12-12
Kitisuru,Townhouse,6,6,0,"Security, Parking",0,For Sale,2025-12-04
South B,Townhouse,4,4,0,"Security, Parking",20000000,For Sale,2026-02-04
Imara Daima,Apartment,2,2,2,"Security, Parking",35000,For Rent,2026-01-22
Hardy,Villa,5,5,0,"Security, Parking",115000000,For Sale,2026-01-02
Off Gitanga Road,Apartment,3,2,3,"Security, Parking",75000,For Rent,2025-12-17
Langata,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-09
Thika Greens Estate,Townhouse,4,4,0,"Security, Parking",40000000,For Sale,2026-02-12
Kiambu Road,House,5,5,0,"Security, Parking",65000000,For Sale,2025-12-18
Rosslyn,House,5,5,0,"Security, Parking",85000000,For Sale,2025-12-13
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-03
Lymack Suites,Apartment,1,1,1,"Security, Parking",95000,For Rent,2025-12-29
kilimani,Apartment,3,2,3,"Security, Parking",70000,For Rent,2025-12-25
